title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Circular Welded Carbon-Quality Steel Pipe From the United Arab Emirates: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that sales of circular welded carbon-quality steel pipe (CWP) from the United Arab Emirates (UAE) have been made below normal value. We invite interested parties to comment on these preliminary results., 2020-02467,https://www.federalregister.gov/documents/2020/02/07/2020-02467/circular-welded-carbon-quality-steel-pipe-from-the-united-arab-emirates-preliminary-results-of,https://www.govinfo.gov/content/pkg/FR-2020-02-07/pdf/2020-02467.pdf,02/07/2020
Welded Line Pipe From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that producers and/or exporters subject to this administrative review made sales of subject merchandise at less than normal value (NV). Interested parties are invited to comment on these preliminary results of review., 2020-02468,https://www.federalregister.gov/documents/2020/02/07/2020-02468/welded-line-pipe-from-the-republic-of-korea-preliminary-results-of-antidumping-duty-administrative,https://www.govinfo.gov/content/pkg/FR-2020-02-07/pdf/2020-02468.pdf,02/07/2020
"Fluid End Blocks From China, Germany, India, and Italy",Notice,International Trade Commission,"", 2020-02420,https://www.federalregister.gov/documents/2020/02/07/2020-02420/fluid-end-blocks-from-china-germany-india-and-italy,https://www.govinfo.gov/content/pkg/FR-2020-02-07/pdf/2020-02420.pdf,02/07/2020
Initiation of Antidumping and Countervailing Duty Administrative Reviews,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) has received requests to conduct administrative reviews of various antidumping duty (AD) and countervailing duty (CVD) orders and findings with December anniversary dates. In accordance with Commerce's regulations, we are initiating those administrative reviews.", 2020-02362,https://www.federalregister.gov/documents/2020/02/06/2020-02362/initiation-of-antidumping-and-countervailing-duty-administrative-reviews,https://www.govinfo.gov/content/pkg/FR-2020-02-06/pdf/2020-02362.pdf,02/06/2020
Carbon and Alloy Steel Threaded Rod From Taiwan: Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing an antidumping duty order on carbon and alloy steel threaded rod from Taiwan.", 2020-02274,https://www.federalregister.gov/documents/2020/02/05/2020-02274/carbon-and-alloy-steel-threaded-rod-from-taiwan-antidumping-duty-order,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02274.pdf,02/05/2020
Certain Cold-Rolled Steel Flat Products From Brazil: Rescission of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the antidumping duty (AD) order on certain cold-rolled steel flat products from Brazil for the period of review (POR) September 1, 2018 through August 31, 2019, based on the timely withdrawal of the request for review.", 2020-02260,https://www.federalregister.gov/documents/2020/02/05/2020-02260/certain-cold-rolled-steel-flat-products-from-brazil-rescission-of-antidumping-duty-administrative,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02260.pdf,02/05/2020
Steel Concrete Reinforcing Bars (Rebar) From Mexico: Final Results of Expedited Sunset Review of Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"As a result of this sunset review, the Department of Commerce (Commerce) finds that revocation of the antidumping duty (AD) order on steel concrete reinforcing bars (rebar) from Mexico would be likely to lead to continuation or recurrence of dumping at the levels indicated in the ``Final Results of Sunset Review'' section of this notice.", 2020-02255,https://www.federalregister.gov/documents/2020/02/05/2020-02255/steel-concrete-reinforcing-bars-rebar-from-mexico-final-results-of-expedited-sunset-review-of,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02255.pdf,02/05/2020
Prestressed Concrete Steel Wire Strand From Thailand: Preliminary Results of Antidumping Duty Administrative Review; 2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily finds that The Siam Industrial Wire Co., Ltd. (SIW) did not make sales of subject merchandise at less than normal value (NV) during the period of review (POR) January 1, 2018 through December 31, 2018. Interested parties are invited to comment on these preliminary results of review.", 2020-02256,https://www.federalregister.gov/documents/2020/02/05/2020-02256/prestressed-concrete-steel-wire-strand-from-thailand-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02256.pdf,02/05/2020
Wood Mouldings and Millwork Products From the People's Republic of China: Initiation of Countervailing Duty Investigation,Notice,Commerce Department; International Trade Administration,"", 2020-02153,https://www.federalregister.gov/documents/2020/02/05/2020-02153/wood-mouldings-and-millwork-products-from-the-peoples-republic-of-china-initiation-of-countervailing,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02153.pdf,02/05/2020
Wood Mouldings and Millwork Products From Brazil and the People's Republic of China: Initiation of Less-Than-Fair-Value Investigations,Notice,Commerce Department; International Trade Administration,"", 2020-02155,https://www.federalregister.gov/documents/2020/02/05/2020-02155/wood-mouldings-and-millwork-products-from-brazil-and-the-peoples-republic-of-china-initiation-of,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02155.pdf,02/05/2020
Modification of Regulations Regarding Benefit and Specificity in Countervailing Duty Proceedings,Rule,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) is modifying two regulations pertaining to the determination of benefit and specificity in countervailing duty proceedings. These modifications clarify how Commerce will determine the existence of a benefit when examining a subsidy resulting from currency undervaluation and clarify that companies in the traded goods sector of the economy can constitute a group of enterprises for purposes of determining whether a subsidy is specific., 2020-02097,https://www.federalregister.gov/documents/2020/02/04/2020-02097/modification-of-regulations-regarding-benefit-and-specificity-in-countervailing-duty-proceedings,https://www.govinfo.gov/content/pkg/FR-2020-02-04/pdf/2020-02097.pdf,02/04/2020
"Antidumping or Countervailing Duty Order, Finding, or Suspended Investigation; Opportunity To Request Administrative Review",Notice,Commerce Department; International Trade Administration,"", 2020-01977,https://www.federalregister.gov/documents/2020/02/03/2020-01977/antidumping-or-countervailing-duty-order-finding-or-suspended-investigation-opportunity-to-request,https://www.govinfo.gov/content/pkg/FR-2020-02-03/pdf/2020-01977.pdf,02/03/2020
Certain Fabricated Structural Steel From Mexico: Final Affirmative Countervailing Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that countervailable subsidies are being provided to producers and exporters of certain fabricated structural steel (fabricated structural steel) from Mexico. The period of investigation is January 1, 2018 through December 31, 2018.", 2020-01723,https://www.federalregister.gov/documents/2020/01/30/2020-01723/certain-fabricated-structural-steel-from-mexico-final-affirmative-countervailing-duty-determination,https://www.govinfo.gov/content/pkg/FR-2020-01-30/pdf/2020-01723.pdf,01/30/2020
Certain Fabricated Structural Steel From the People's Republic of China: Final Affirmative Countervailing Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that countervailable subsidies are being provided to producers and/or exporters of certain fabricated structural steel (fabricated structural steel) from the People's Republic of China (China). The period of investigation is January 1, 2018 through December 31, 2018.", 2020-01721,https://www.federalregister.gov/documents/2020/01/30/2020-01721/certain-fabricated-structural-steel-from-the-peoples-republic-of-china-final-affirmative,https://www.govinfo.gov/content/pkg/FR-2020-01-30/pdf/2020-01721.pdf,01/30/2020
Certain Fabricated Structural Steel From Canada: Final Negative Countervailing Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that countervailable subsidies are not being provided to producers and exporters of certain fabricated structural steel (fabricated structural steel) from Canada. The period of investigation is January 1, 2018 through December 31, 2018.", 2020-01719,https://www.federalregister.gov/documents/2020/01/30/2020-01719/certain-fabricated-structural-steel-from-canada-final-negative-countervailing-duty-determination,https://www.govinfo.gov/content/pkg/FR-2020-01-30/pdf/2020-01719.pdf,01/30/2020
